src,tgt
"प्रथमं यत् राज्येषु मन्त्रिमण्डलस्य आकारः राज्यसभायाः कुलसीटानां १५% यावत् प्रतिबन्धितः आसीत् ।
","First one is that the size of the cabinet in states was restricted to 15% of the total seats in the state Assembly.
"
"द्वितीयं च यत् पलायनविरोधी कानूनस्य अन्तर्गतं सीमा एकतृतीयभागात् द्वितीयतृतीयांशं यावत् वर्धिता आसीत्।
","And the second one is that the limit under the Anti Defection Law was enhanced from one-thirds to two-thirds.
"
"""तदतिरिक्तं पलायनकर्तारं अयोग्यं कर्तुं स्पष्टमार्गदर्शिकाः परिभाषिताः आसन्।""
","""Besides, clear guidelines were defined to disqualify the defector.""
"
"""भारते बहुवर्षपर्यन्तं अतीव विशालं मन्त्रिमण्डलं निर्मातुं राजनैतिकसंस्कृतेः दुरुपयोगः न केवलं विभाजनार्थं अपितु राजनैतिकनेतृणां शान्तिं कर्तुं जम्बोमन्त्रिमण्डलस्य गठनार्थं क्रियते स्म।
","""For many years in India, the political culture of forming a very large cabinet was being misused to constitute jumbo cabinets not only to create a divide but also to appease political leaders.""
"
"तस्य अस्य प्रयासस्य परिणामः अभवत् यत् धनस्य अपि च संसाधनानाम् अपि रक्षणं जातम् ।
","This effort of his resulted in saving of money as well as of resources.
"
"एतेन कार्यक्षमतायाः उन्नयनमपि साहाय्यं कृतम् ।
","This also helped in improving efficiency.
"
"""अटलजी इव दूरदर्शी एव भवितुम् अर्हति यः एतत् परिवर्तनम् आनयत्, अस्य फलस्वरूपं अस्माकं राजनीतिषु स्वस्थपरम्पराः प्रफुल्लिताः।""
","""It could only be a visionary like Atalji who brought in this transformation and as a result of this, healthy traditions blossomed in our polity.""
"
"अटलजी सच्चिदानन्दः देशभक्तः आसीत् ।
","Atalji was a true patriot.
"
"तस्य कार्यकाले एव बजटस्य प्रस्तुतीकरणस्य समयः परिवर्तितः ।
","It was during his tenure that the timing of presenting the budget was changed.
"
"""पूर्वं ब्रिटिशपरम्परा इव सायं ५ वादने बजटं प्रस्तुतं भवति स्म यतोहि लण्डन्नगरे तस्मिन् समये संसदः कार्यं आरभते स्म ।""
","""Earlier, as was the British tradition, the Budget used to be presented at 5 pm because in London, Parliament used to start working at that time.""
"
"""२००१ तमे वर्षे अटलजी इत्यनेन सायं ५ वादनतः प्रातः ११ वादनपर्यन्तं बजटप्रस्तुतसमयः परिवर्तितः।""
","""In the year 2001, Atalji changed the time of presenting the budget from 5 pm to 11 am.""
"
"एकं अधिकं स्वतन्त्रता- अटलजी इत्यस्य कार्यकाले भारतीयध्वजसंहिता निर्मितवती, सा च २००२ तमे वर्षे प्रभावी अभवत् ।
","One more freedom- the Indian Flag Code was framed in Atalji’s tenure and it came into effect in 2002.
"
"अस्मिन् संहितायां एतादृशानां नियमानाम् एकः सङ्ख्या समाविष्टा अस्ति येन सार्वजनिकस्थानेषु त्रिरङ्गस्य विस्तारः सम्भवः अभवत् ।
","A number of such rules have been included in this code which made it possible to unfurl the tricolor in public places.
"
"अनेन अस्माकं अधिकाधिकदेशवासिनां कृते अस्माकं राष्ट्रध्वजस्य विमोचनस्य अवसरः प्राप्तः ।
","This provided a chance to more and more of our countrymen to unfurl our national flag.
"
"""एवं सः अस्माकं प्रियं त्रिवर्णं सामान्यजनस्य समीपं आनयत्।""
","""Thus, he brought our beloved tricolor closer to the common man.""
"
"""भवन्तः अवश्यं अवलोकितवन्तः यत् अटलजी कथं मौलिकसुधारं आनेतुं साहसिकपदं स्वीकृतवान्, भवेत् अस्माकं निर्वाचनप्रक्रियायां वा जनप्रतिनिधिसम्बद्धानां दोषाणां विषये वा।""
","""You must have noticed how Atalji took bold steps to bring about fundamental reforms, whether in our election process or about the shortcomings concerning the people’s representatives.""
"
"""तथा एव भवान् द्रष्टुं शक्नोति यत् सम्प्रति प्रयत्नाः प्रचलन्ति, लोकसभायाः राज्यसभायाः च निर्वाचनं युगपत् आयोजयितुं च चर्चाः क्रियन्ते।
","""Similarly, you can see that presently efforts are afoot and discussions are being held about simultaneously holding the elections for Lok Sabha and for state assemblies.""
"
"सर्वकारः विपक्षः च – उभौ अपि स्वदृष्टिकोणं प्रस्तौति।
","The Government and the opposition – both are putting forth their view points.
"
"एषः अस्माकं लोकतन्त्रस्य कृते उत्तमः विकासः, स्वस्थः संकेतः च अस्ति।
","This is a good development and a healthy sign for our democracy.
"
"""मया अवश्यं वक्तव्यं यत् सुदृढप्रजातन्त्राय स्वस्थपरम्पराणां विकासः, लोकतन्त्रस्य सुदृढीकरणाय निरन्तरं प्रयत्नाः करणं, मुक्तमनसः वादविवादं प्रोत्साहयितुं च अटलजीं प्रति समुचितं श्रद्धांजलिः अपि भविष्यति।
","""I must say that developing healthy traditions for a sound democracy, making constant efforts to strengthen democracy, encouraging open-minded debates would also be a appropriate tribute to Atalji.""
"
"""तस्य समृद्धस्य विकसितस्य च भारतस्य स्वप्नस्य पूर्तये अस्माकं संकल्पं पुनः पुनः उक्त्वा अहं भवतां सर्वेषां सह अटलजीं श्रद्धांजलिम् अर्पयामि।""
","""Reiterating our resolve to fulfill his dream of a prosperous and developed India, I along with all of you pay tributes to Atalji.""
"
"""यदा कदापि संसदस्य विषये चर्चा भवति अद्यत्वे तदा होल्ड-अप, कोलाहलपूर्णदृश्यानि, कार्यवाही स्थगितानि च भवन्ति परन्तु यदा किमपि उत्तमं भवति तदा तस्य महत्त्वं बहु न दीयते।
","""whenever a discussion about Parliament is there nowadays, it is about hold-ups, noisy scenes and stalling the proceedings but when something good happens, it is not given much importance.""
"
"संसदस्य मानसूनसत्रं केवलं कतिपयदिनानि पूर्वं समाप्तम्।
","The monsoon session of Parliament ended just a few days back.
"
"लोकसभायाः उत्पादकता ११८ प्रतिशतं, राज्यसभायाः च ७४ प्रतिशतं च अभवत् इति ज्ञात्वा भवन्तः प्रसन्नाः भविष्यन्ति ।
","You will be glad to know that the productivity of Lok Sabha remained 118 percent and that of Rajya Sabha was 74 percent.
"
"मानसूनसत्रं सर्वाधिकं उत्पादकं कर्तुं सर्वे सदस्याः दलहितात् उपरि उत्थिताः अत एव लोकसभायां २१ विधेयकाः पारिताः राज्यसभायां च चतुर्दश विधेयकाः पारिताः।
","All the members rose above party interests to make the Monsoon session most productive and this is why Lok Sabha passed 21 bills and in Rajya Sabha fourteen bills were passed.
"
"संसदस्य एतत् मानसूनसत्रं सामाजिकन्यायस्य युवाकल्याणस्य च सत्ररूपेण सर्वदा स्मर्यते।
","This Monsoon session of Parliament will always be remembered as a session for social justice and youth welfare.
"
"अस्मिन् सत्रे युवानां पश्चात्तापवर्गस्य च लाभप्रदानि महत्त्वपूर्णानि विधेयकानि पारितानि।
","A number of important bills beneficial to the youth and the backward classes were passed during this session.
"
"""यथा भवान् जानाति, अनुसूचितजाति/जनजाति-आयोगस्य सदृशस्य ओबीसी-आयोगस्य गठनस्य आग्रहः दशकैः दीर्घकालं यावत् लम्बितः आसीत्।""
","""As you know, a demand to constitute an OBC Commission similar to SC/ST commission was long pending for decades.""
"
"देशः अस्मिन् समये ओबीसी-आयोगं निर्मातुं स्वस्य संकल्पं पूर्णं कृतवान्, संवैधानिक-अधिकारः अपि प्रदत्तवान् । सामाजिकन्यायस्य लक्ष्यं प्राप्तुं अस्माकं मार्गं अग्रे सारयितुं एतत् पदं सिद्धं भविष्यति।
","The country fulfilled its resolve this time to make an OBC Commission and also granted it Constitutional powers. This step will prove to be the one to move forward our march towards achieving the goal of social justice.
"
"अनुसूचितजातीयानां अनुसूचितजनजातीनां च अधिकारानां सुरक्षिततायै संशोधनविधेयकमपि अस्मिन् सत्रे पारितम् ।
","An amendment bill to secure the rights of scheduled castes and scheduled tribes also were passed in this session.
"
"अयं अधिनियमः अनुसूचितजाति-जनजाति-समुदायस्य हिताय अधिका सुरक्षां दास्यति।
","This Act will give more security to the interests of SC and ST communities.
"
"अनेन अपराधिनां अत्याचारेषु अपि निषेधः भविष्यति, दलितसमुदायेषु विश्वासः अपि प्रवर्तते ।
","This will also forbid criminals from indulging in atrocities and will instill confidence among the dalit communities.
"
"देशस्य नारीशक्तिं प्रति कोऽपि नागरिकसमाजः किमपि प्रकारस्य अन्यायं सहितुं न शक्नोति।
","No civil society can tolerate any kind of injustice towards the woman-power of the country.
"
"एतत् दृष्ट्वा संसदः आपराधिककानूनसंशोधनविधेयकं पारयित्वा कठोरतमदण्डस्य प्रावधानं कृतवती अस्ति।
","With this point in view Parliament has made a provision of strictest punishment by passing the Criminal Act Amendment Bill.
"
"बलात्कारदोषिणः न्यूनातिन्यूनं दशवर्षस्य दण्डं प्राप्नुयुः, १२ वर्षाणाम् अधः बालिकानां बलात्कारस्य दोषी इति ज्ञातानां मृत्युदण्डः भविष्यति।
","Those guilty of rape will get a minimum sentence of ten years and those found guilty of raping girls below the age of 12 years will be awarded the death sentence.
"
"""अधुना एव भवान् वृत्तपत्रेषु पठितवान् स्यात्, यत् मध्यप्रदेशस्य मन्दसौर-नगरस्य न्यायालयेन मासद्वयस्य संक्षिप्तश्रवणानन्तरं नाबालिग-कन्यायाः बलात्कारस्य दोषी इति निर्णीतयोः अपराधिनः मृत्युदण्डः घोषितः।
","""Recently, you might have read in newspapers, that a court in Mandsaur in Madhya Pradesh, after a brief hearing of two months, pronounced the death sentence on two criminals found guilty of raping a minor girl.""
"
"""पूर्वं मध्यप्रदेशस्य कटनीनगरस्य न्यायालयेन केवलं पञ्चदिनानां श्रवणानन्तरं दोषिणः मृत्युदण्डः दत्तः।""
","""Earlier, a court in Katni in Madhya Pradesh awarded the death sentence to the guilty after a hearing of just five days.""
"
"राजस्थानस्य न्यायालयेषु अपि एतादृशाः शीघ्रनिर्णयाः कृताः सन्ति ।
","Courts in Rajasthan have also taken similar quick decisions.
"
"एषः अधिनियमः महिलानां बालिकानां च विरुद्धं अपराधानां निवारणे प्रभावी भूमिकां निर्वहति।
","This Act will play an effective role in curbing crimes against women and girls.
"
"सामाजिकपरिवर्तनं विना आर्थिकवृद्धिः अपूर्णा भविष्यति।
","Economic growth will be incomplete without a social transformation.
"
"अहं मुस्लिममहिलाभ्यः आश्वासयामि यत् तेभ्यः सामाजिकन्यायं प्रदातुं समग्रः देशः तेषां पार्श्वे तिष्ठति।
","I assure the Muslim women that the whole country stands by them to provide them social justice.
"
"""यदा वयं राष्ट्रहिताय अग्रे गच्छामः तदा निर्धनानाम्, पश्चात्तापानां, शोषितानां, वंचितानां च जीवने अपि परिवर्तनं कर्तुं शक्यते।""
","""When we move ahead in the national interest, a change in the lives of the poor, the backward, the exploited and the deprived ones can also be brought about.""
"
"""मानसूनसत्रे अस्मिन् समये सर्वे संयुक्तरूपेण आदर्शपद्धतिं प्रस्तुतवन्तः।""
","""In the Monsoon session, this time, everyone jointly presented an ideal approach.""
"
"""अद्य अहं सर्वेभ्यः सांसदेभ्यः सार्वजनिकरूपेण हृदयेन कृतज्ञतां प्रकटयामि।""
","""Today, I publicly express my heartfelt gratitude to all MP’s.""
"
"मम प्रियाः देशवासिनः !
","My dear countrymen!
"
"कोटि-कोटि-भारतीयानां ध्यानं जकार्ता-नगरे प्रचलति एशिया-क्रीडायां केन्द्रितम् अस्ति ।
","The attention of crores of Indians is focused on the Asian Games being held in Jakarta.
"
"""प्रत्येकं प्रातःकाले सर्वप्रथमं जनाः भारतीयक्रीडकानां पदकविजेतृणां जाँचार्थं वृत्तपत्राणि, दूरदर्शनं, समाचारं, सामाजिकमाध्यमानि च अन्विषन्ति।""
","""Every morning, first of all, people look for newspapers, Television, News and Social Media to check Indian players winning medals.""
"
"एशियायाः क्रीडाः प्रचलन्ति।
","The Asian Games are going on.
"
"देशस्य कृते पदकानि प्राप्तवन्तः सर्वेषां क्रीडकानां अभिनन्दनं कर्तुम् इच्छामि।
","I wish to congratulate all players who have won medals for the country.
"
"ये क्रीडकाः अद्यापि स्पर्धां कर्तुं न अर्हन्ति तेभ्यः अहं शुभकामनाम् अयच्छामि।
","I extend my best wishes to those players who are yet to compete.
"
"""भारतीयक्रीडकाः शूटिंग्-मल्लयुद्धयोः अत्यन्तं उत्तमं प्रदर्शनं कुर्वन्ति किन्तु अस्माकं क्रीडकाः तासु स्पर्धासु अपि पदकानि प्राप्नुवन्ति, येषु अस्माकं प्रदर्शनं पूर्वं WUSHU तथा ROWING इव एतावत् उत्तमं न अभवत्। एते केवलं पदकाः न अपितु आकाशस्य उच्चतायाः प्रमाणम् अस्ति भारतीयक्रीडकानां भावनाः।""
","""Indian players are performing exceedingly well in shooting and wrestling but our players are winning medals in those competitions too, in which our performance has not been so good earlier-like WUSHU and ROWING. These are not just medals but an evidence of the sky high spirits of the Indian players.""
"
"इदमपि अतीव सकारात्मकं सूचकं यत् अधिकांशः पदकविजेतारः लघुनगरेभ्यः ग्रामेभ्यः च सन्ति तथा च एते क्रीडकाः निरपेक्षपरिश्रमं कृत्वा एतां सफलतां प्राप्तवन्तः।
","This too is a very positive indication that most of the medal-winners hail from small towns and villages and these players have achieved this success by putting in sheer hard work.
"
"वयं २९ अगस्त दिनाङ्के राष्ट्रियक्रीडादिवसम् आचरिष्यामः तथा च सर्वेभ्यः क्रीडाप्रेमिभ्यः शुभकामना: पौराणिकहकीजादूगरश्री ध्यानचन्दजी इत्यस्मै अपि श्रद्धांजलिम् अर्पयामि।
","We shall celebrate National Sports Day on 29th August and I extend my best wishes to all sport lovers and also pay my tributes to the legendary hockey wizard Shri Dhyanchandji.
"
"अहं प्रत्येकं नागरिकं निवेदयामि यत् सः क्रीडितुं स्वस्य योग्यतायाः पालनं च एकं बिन्दुं करोतु यतोहि स्वस्थः भारतः एव विकसितस्य समृद्धस्य च भारतस्य निर्माणं करिष्यति।
","I request every citizen to make it a point to play and take care of their fitness because only a healthy India will build a developed and prosperous India.
"
"""यदा भारतं योग्यं भविष्यति तदा एव भारतस्य भविष्यं उज्ज्वलं भविष्यति।""
","""When India will be fit, only then India’s future will be bright.""
"
"""पुनः एशियाक्रीडायां पदकविजेतृभ्यः अभिनन्दनं करोमि, शेषक्रीडकानां उत्तमं प्रदर्शनं च कामयामि।""
","""Once again, I congratulate the medal winners at the Asian Games and also wish the remaining players perform well.""
"
"राष्ट्रियक्रीडादिवसे भवद्भ्यः सर्वेभ्यः बहु शुभकामना।
","Many good wishes to you all on the National Sports Day.
"
"""नमस्ते भवनाजी, अहं भवतः भावनानां सम्मानं करोमि।""
","""Namaste Bhawnaji, I respect your sentiments.""
"
"""अस्माभिः सर्वैः इष्टकैः पाषाणैः च गृहाणि भवनानि च निर्मिताः दृष्टाः परन्तु भवन्तः कल्पयितुं शक्नुवन्ति वा यत् प्रायः द्वादशशतवर्षपूर्वं एकः विशालः पर्वतः यः एकः पाषाणपर्वतः आसीत् सः एकस्य भव्यस्य, विशालस्य, अद्वितीयस्य च –मन्दिरस्य – आकारं दत्तवान् एतत् कल्पयितुं कठिनं भवेत्, परन्तु एतत् अभवत् तथा च तत् मन्दिरं महाराष्ट्रस्य एलोरानगरस्य कैलाशनाथमन्दिरम् अस्ति।""
","""All of us have seen houses and buildings being constructed of bricks and stones but can you imagine that about twelve hundred years ago, a giant mountain which was a single stone mountain was give the shape of an elegant, huge and a unique –temple –this may be difficult to imagine, but this happened and that temple is Kailash Nath Mandir in Ellora, Mahrashtra.""
"
"""किं भवन्तः विश्वासं करिष्यन्ति यत् यदि कश्चन भवन्तं वदेत् यत् प्रायः वर्षसहस्रपूर्वं षष्टिमीटर् अधिकं ऊर्ध्वं ग्रेनाइट्-स्तम्भः निर्मितः, तस्य उपरि प्रायः ८० टनभारस्य अन्यः ग्रेनाइट्-शिला स्थापितः च।
","""Would you believe if someone tells you that about a thousand years ago, an over sixty metres tall pillar of granite was built and another granite rock weighing about 80 tonnes was placed over its top.""
"
"""किन्तु, तमिलनाडुनगरस्य तंजावूरस्य बृहदेश्वरमन्दिरं तत् स्थानं यत्र अभियांत्रिकी-वास्तुशास्त्रयोः एषः अविश्वसनीयः संयोजनः दृश्यते।""
","""But, Brihdeshwar temple of Thanjavur in Tamil Nadu is the place where this unbelievable combination of Engineering and Architecture can be seen.""
"
"गुजरातस्य पाटननगरे ११ शताब्द्याः रानीकी वावं दृष्ट्वा कोऽपि अतिशयेन आतङ्कितः भविष्यति।
","Anybody will feel overawed on seeing Rani Ki Vaav of the 11th Century in Patan in Gujarat.
"
"अस्माकं भूमिः अभियांत्रिकीप्रयोगशाला अभवत् ।
","Our land has been an engineering laboratory.
"
"भारते अनेके अभियंताः अभवन् ये अकल्पनीयं सम्भवं कृत्वा अभियांत्रिकीशास्त्रस्य एतादृशान् आश्चर्यं विश्वस्य समक्षं प्रस्तुतवन्तः ।
","There have been several engineers in India who made the unimaginable possible and presented such marvels of engineering before the world.
"
"तेन निर्मितेन कृष्णराजसागरजलबन्धेन लक्षशः कृषकाः सामान्यजनाः च निरन्तरं लाभं प्राप्नुवन्ति।
","Lakhs of farmers and common people continue to benefit from the Krishna Raj Sagar Dam built by him.
"
"""तस्य स्मृतौ १५ सेप्टेम्बर् दिनाङ्कः अभियंतादिवसः इति आचर्यते।""
","""In his memory, 15th September is observed as Engineers Day.""
"
"""यदा अहं अभियांत्रिकीजगति आश्चर्यस्य विषये वदामि तदा २००१ तमे वर्षे गुजरातनगरे कच्छ्-नगरे विनाशकारी भूकम्पः आगतवान् इति एकस्याः घटनायाः स्मरणं भवति।""
","""When I talk of wonders in the Engineering world, I am reminded of an incident of 2001 when a devastating earth quake hit Kutch in Gujarat.""
"
"""अहं तेषु दिनेषु तत्र स्वयंसेवकरूपेण कार्यं करोमि स्म, मया कस्मिंश्चित् ग्रामं गन्तुं अवसरः प्राप्तः, शतवर्षाणाम् अधिकवयसः महिलां च मिलितुं अवसरः प्राप्तः।""
","""I used to work as a volunteer there during those days, I got a chance to go to a village and had a chance to meet a lady of more than a hundred years of age.""
"
"""सा च मां पश्यन्ती उपहासपूर्वकं च वदति स्म, मम गृहं पश्यतु इति।
","""And she was looking at me and mockingly, saying, “Look at my house.""
"
"""किन्तु, भवता कुत्रापि किमपि क्षतिः न प्राप्तः।""
","""But, you did not find any damage anywhere.""
"
"""इञ्जिनीयर्-दिवसम् आचरन् अस्माभिः भविष्यस्य विषये अपि चिन्तनीयम्।""
","""While observing Engineers Day, we should think of the future as well.""
"
"विभिन्नस्थानेषु कार्यशालाः भवेयुः।
","Workshops should be held at different places.
"
"परिवर्तनशीलसमये अस्माभिः कानि वस्तूनि ज्ञातव्यानि?
","What are the things we need to learn in the changing times?
"
"अस्माभिः किं पाठनीयम् ?
","What do we need to teach?
"
"""अधुना आपदाप्रबन्धनस्य महत्त्वं अपारं जातम् अस्ति।""
","""Nowadays, disaster management has assumed immense significance.""
"
"जगत् प्राकृतिकविपदानां सम्मुखीभवति।
","The world is facing natural calamities.
"
"तर्हि संरचनात्मक-इञ्जिनीयरिङ्गस्य नूतनं रूपं किं भवेत् ?
","What then should be the new form of structural engineering?
"
"तदर्थं के पाठ्यक्रमाः परिकल्पनीयाः ?
","What courses should be designed to that end?
"
"छात्राणां कृते किं पाठनीयम् ?
","What should be taught to the students?
"
"वयं निर्माणं कथं पर्यावरण-अनुकूलं कुर्मः ?
","How do we keep construction eco friendly?
"
"स्थानीयसामग्रीणां माध्यमेन मूल्यवर्धनं कृत्वा निर्माणस्य गुणवत्तां कथं वर्धयितुं शक्नुमः?
","How can we enhance the quality of construction by making value addition through local materials?
"
"शून्य अपव्ययम् अस्माकं प्राथमिकता कथं कुर्मः ?
","How do we make zero waste our priority?
"
"अभियंतदिवसस्य आचरणसमये एतादृशानां सर्वेषां विषयाणां विषये चिन्तनस्य आवश्यकता वर्तते।
","All such points need to be pondered upon when we observe Engineers Day.
"
"उत्सवस्य भावः अस्ति अनेन सह दीपावलीयाः सज्जता अपि आरभ्यते ।
","There is a mood of festivity and with this the preparations for Diwali also begin.
"
"""वयं मान की बातस्य माध्यमेन मिलित्वा स्थास्यामः, हृदयस्य समीपस्थविषयान् च साझां करिष्यामः। वयं हृदयेन उर्जनेन स्वदेशं अग्रे नेतुम् हस्तं मिलित्वा भविष्यामः।""
","""We will keep meeting through Mann Ki Baat, and will keep sharing matters close to our hearts. We will join hands in taking our country forward with heartfelt vigor.""
"
"एतैः भावैः भवद्भ्यः सर्वेभ्यः शुभकामनाम् अयच्छामि।""
","""With these feelings, I extend my best wishes to you all.""
"
"धन्यवादा।
","Thanks.
"
"वयं मिलिष्यामः।
","We shall meet.
"
"""एकतः अद्यत्वे अस्माकं देशः वर्षाभोजस्य आनन्दं लभते; अपरतः देशस्य प्रत्येकं कोणे उत्सवाः, मेलाः च आचरन्ति।""
","""On the one hand, these days, our country is  enjoying the feast of rains; on the other, every corner of the country  is celebrating festivals and fairs.""
"
"एतत् च दीपावलीपर्यन्तं गमिष्यति।
","And this will go on till Diwali.
"
"""कदाचित् अस्माकं पूर्वजाः वार्षिकऋतुचक्रं, अर्थव्यवस्थाचक्रं, सामाजिकजीवनव्यवस्थां च जटिलतया बुनन्ति स्म यत् सुनिश्चितं भवति स्म, यत् कस्यापि परिस्थितौ समाजे जडता न प्रविशति।
","""Perhaps our ancestors intricately wove the annual seasonal cycle, the  economy cycle and social & life systems in a way that ensured, that  under no circumstances, dullness crept into society.""
"
"वयं गतदिनेषु कतिचन उत्सवाः आचरितवन्तः।
","We celebrated quite  a few festivals in the days gone by.
"
"""कालः श्रीकृष्ण- जन्म महोत्सवः, भगवान् श्रीकृष्णस्य जन्मपर्वः सम्पूर्णे भारते आचरितः आसीत्।""
","""Yesterday, Krishna- Janma  Mahotsav, the festival of the birth of Lord Krishna was celebrated  throughout India.""
"
"""किं तस्य व्यक्तित्वस्य महत्त्वं कश्चित् अपि कल्पयितुं शक्नोति यत्, वर्षसहस्राणां अनन्तरम् अपि, उत्सवः नवीनतया नवीनतायाः सह आगच्छति, नवीनशक्त्या नूतना प्रेरणा। सः च यः उदात्तः जीवः आसीत्; यद्यपि सहस्राब्दपूर्वं तथापि तत् प्रासंगिकम् समस्यानां समाधानं प्रदातुं तथा च प्रेरणाम् अद्यत्वे अपि।श्रीकृष्णस्य जीवनात् वर्तमानसमस्यानां समाधानं सर्वे प्राप्तुं शक्नुवन्ति।""
","""Can anyone even imagine the greatness of his  personality, that, even after thousands of years, the festival comes  along with renewed novelty, a new inspiration with fresh energy. And the  noble being that he was; although millennia ago, yet it is relevant in  providing solutions to problems as well as inspiration even today. Everyone can find solutions to present day problems from Shri Krishna’s  life.""
"
"""तस्य प्रचण्डं पराक्रमम् अस्ति चेदपि, एतादृशाः समयाः आसन् यदा सः RAS-प्रदर्शने निमग्नः भवति स्म; अन्यदा सः गो-गोपालयोः मध्ये भवति स्म; कदाचित् क्रीडासु & क्रीडासु च प्रवृत्तः भवति स्म; प्रायः वेणुवादनं करोति स्म। एकः व्यक्तित्वः विविधप्रतिभाभिः अपारक्षमताभिः च परिपूर्णः, तथापि समाजस्य जनानां च सशक्तिकरणाय समर्पितः, अग्रणीसिद्धयः समाहितः, भण्डारः, जनानां त्राता च इति व्यक्तिः।
","""Despite the tremendous might  that he possessed, there were times when he would immerse himself in  performing the RAS; at other times he would be in the midst of cows and  cowherds; sometimes indulging in sports & games; often playing the  flute. A personality brimming with diverse talents and immense  capability, yet devoted to empowering society and people, a persona that  embodied pioneering accomplishments, a repository, a savior of people.""
"
"""अत एव च अद्य भवता सह सम्भाषणं कुर्वन् मम ध्यानं द्वयोः मोहनयोः प्रति आकृष्टं भवति।""
","""And  that’s why today, as I converse with you, my attention is drawn towards  two Mohans.""
"
"एकं सुदर्शनचक्रं मोहनम् अपरं चर्खधरं मोहनम्।
","One is the Sudarshan Chakra bearing Mohan and the other is  the Charkha bearing Mohan.
"
"""मोहनधारकः सुदर्शनचक्रः यमुनातटं त्यक्त्वा गुजरातस्य समुद्रतटं प्रति गत्वा द्वारिकानगरे स्थापितः, समुद्रतटे जातः मोहनः तु देहलीनगरे अन्तिमश्वासं गृहीत्वा यमुनातटं प्राप्तवान्।
","""The  Sudarshan Chakra bearing Mohan left the banks of the Yamuna for the sea  beach of Gujarat, establishing himself in the city of Dwarika, while the  Mohan born on the sea beach reached the banks of the Yamuna, breathing  his last in Delhi.""
"
"""सुदर्शनचक्रधारकः मोहनः, सहस्रवर्षपूर्वं, स्वस्य प्रज्ञां, स्वस्य कर्तव्यबोधं, स्वस्य पराक्रमं, स्वस्य विश्वदृष्टिं च युद्धं निवारयितुं, विग्रहं निवारयितुं प्रचुरं प्रयुक्तवान् आसीत्, तत् तदा कालस्य चिह्नम् आसीत्। तथा च स्पिनिंग-चक्रधारकः मोहनः अपि चयनं कृतवान् a similar path, for the sake of Freedom, for preserving human values, for strengthening the basic elements of personality & character- अस्य कृते सः स्वतन्त्रतासङ्घर्षाय एकं निश्चितं वर्णं ऋणं दत्तवान्, एकः मोडः, यत् सम्पूर्णं विश्वं विस्मयम् आहतं त्यक्तवान्, यत् तत् अद्यापि तिष्ठति” इति ।
","""Sudarshan Chakra bearing Mohan, thousands of years  ago, had amply used his wisdom, his sense of duty, his might, his  worldview to avert war, to prevent conflict, a sign of the times then. And spinning-wheel bearing Mohan too chose a similar path, for the sake  of Freedom, for preserving human values, for strengthening the basic  elements of personality & character- for this he lent a certain hue  to the Freedom struggle, a turn, that left the whole world awe struck,  which it still remains today.""
"
"""न केवलं भारते, समग्रविश्वस्य प्रवचनस्य भागः अस्ति।""
","""Not just in India, it is a part of the discourse in  the whole world.""
"
"""मम प्रियाः देशवासिनः, अहं महात्मागान्धिनः १५० तमे जन्मदिवसस्य उल्लेखं करोमि।""
","""My dear countrymen, I’m referring to the 150th birth  anniversary of Mahatma Gandhi.""
"
"""१८६९ तमे वर्षे अक्टोबर्-मासस्य २ दिनाङ्के पोरबण्डर-समुद्रतटे, कीर्ति-मन्दिर-नगरे यथा अद्य प्रसिद्धः,... तस्मिन् लघुनिवासस्थाने, न केवलं व्यक्तिः; एकः युगः जातः, यः मानव-इतिहासस्य मार्गं रचयति स्म
","""On the 2nd of October, 1869, at the beach  of Porbandar, in Kirti Mandir as it is known today,… in that tiny  abode, not just a person; an era was born, that charted the course of  human history.""
"
"एकः गुणः सर्वदा महात्मागान्धिनः सत्तायाः भागः & भागः एव आसीत् – सः च तस्य सेवाभावना, तस्य प्रति कर्तव्यभावना च आसीत् ।
","One attribute has always been part &  parcel of Mahatma Gandhi’s being – and that was his sense of service and  the sense of duty towards it.
"
"""यदि भवान् तस्य जीवनं सम्पूर्णतया पश्यति तर्हि भवान् अवलोकयिष्यति यत् सः दक्षिण आफ्रिकादेशस्य तेषां समुदायानाम् सेवां कृतवान् ये वर्णभेदस्य भारं वहन्ति स्म।""
","""If you view his life in entirety, you  will note that he served communities in South Africa that were bearing  the brunt of apartheid.""
"
"सः स्वजीवने सेवामाध्यमेन दीप्तिमान् उदाहरणानि प्रस्तुतवान् ।
","He  presented shining examples through the medium of service in his own  life.
"
"""सः अन्येषां कृते सेवाभावस्य उदाहरणानि स्थापयति स्म- न तु वचनेन, अपितु कर्मणा।""
","""He set examples of the sense of service for others to learn- not  through words, but through deeds.""
"
"गान्धीजी सत्येन सह अखण्डं बन्धनं साझां कृतवान्; सः सेवाभावना सह अपि तथैव अद्वितीयं बन्धनं कृतवान् ।
","Gandhiji shared an unbreakable bond  with truth; he shared a similar unique bond with the spirit of service.
"
"""यस्य, तस्य आवश्यकता आसीत्, यत्र च, गान्धीजी सेवां कर्तुं उपस्थितः आसीत्।""
","""Whoever, needed him, and wherever, Gandhiji was present to serve.""
"
"""सः न केवलं सेवाभावनायाः उपरि बलं दत्तवान्, अपितु तया प्राप्तस्य आन्तरिकसुखस्य विषये अपि बलं दत्तवान्।""
","""He  emphasized not only on the spirit of service, but also on the inner  happiness it led to.""
"
