src,tgt
"हे प्रभो तव दासोयं निजवाक्यानुसारतः। इदानीन्तु सकल्याणो भवता संविसृज्यताम्।
","""Lord, now lettest thou thy servant depart in peace, according to thy word:""
"
"यतः सकलदेशस्य दीप्तये दीप्तिरूपकं।
","""For mine eyes have seen thy salvation,""
"
"इस्रायेलीयलोकस्य महागौरवरूपकं।
","Which thou hast prepared before the face of all people;
"
"यं त्रायकं जनानान्तु सम्मुखे त्वमजीजनः। सएव विद्यतेऽस्माकं ध्रवं नयननगोचरे॥
","""A light to lighten the Gentiles, and the glory of thy people Israel.""
"
"तदानीं तेनोक्ता एताः सकलाः कथाः श्रुत्वा तस्य माता यूषफ् च विस्मयं मेनाते।
","And Joseph and his mother marvelled at those things which were spoken of him.
"
"""ततः परं शिमियोन् तेभ्य आशिषं दत्त्वा तन्मातरं मरियमम् उवाच, पश्य इस्रायेलो वंशमध्ये बहूनां पातनायोत्थापनाय च तथा विरोधपात्रं भवितुं, बहूनां गुप्तमनोगतानां प्रकटीकरणाय बालकोयं नियुक्तोस्ति।""
","""And Simeon blessed them, and said unto Mary his mother, Behold, this child is set for the fall and rising again of many in Israel; and for a sign which shall be spoken against;""
"
"तस्मात् तवापि प्राणाः शूलेन व्यत्स्यन्ते।
","""(Yea, a sword shall pierce through thy own soul also,) that the thoughts of many hearts may be revealed.""
"
"अपरञ्च आशेरस्य वंशीयफिनूयेलो दुहिता हन्नाख्या अतिजरती भविष्यद्वादिन्येका या विवाहात् परं सप्त वत्सरान् पत्या सह न्यवसत् ततो विधवा भूत्वा चतुरशीतिवर्षवयःपर्य्यनतं
","""And there was one Anna, a prophetess, the daughter of Phanuel, of the tribe of Aser: she was of a great age, and had lived with an husband seven years from her virginity;""
"
"मन्दिरे स्थित्वा प्रार्थनोपवासैर्दिवानिशम् ईश्वरम् असेवत सापि स्त्री तस्मिन् समये मन्दिरमागत्य
","""And she was a widow of about fourscore and four years, which departed not from the temple, but served God with fastings and prayers night and day.""
"
"""परमेश्वरस्य धन्यवादं चकार, यिरूशालम्पुरवासिनो यावन्तो लोका मुक्तिमपेक्ष्य स्थितास्तान् यीशोर्वृत्तान्तं ज्ञापयामास।""
","""And she coming in that instant gave thanks likewise unto the Lord, and spake of him to all them that looked for redemption in Jerusalem.""
"
"इत्थं परमेश्वरस्य व्यवस्थानुसारेण सर्व्वेषु कर्म्मसु कृतेषु तौ पुनश्च गालीलो नासरत्नामकं निजनगरं प्रतस्थाते।
","""And when they had performed all things according to the law of the Lord, they returned into Galilee, to their own city Nazareth.""
"
"तत्पश्चाद् बालकः शरीरेण वृद्धिमेत्य ज्ञानेन परिपूर्ण आत्मना शक्तिमांश्च भवितुमारेभे तथा तस्मिन् ईश्वरानुग्रहो बभूव।
","""And the child grew, and waxed strong in spirit, filled with wisdom: and the grace of God was upon him.""
"
"तस्य पिता माता च प्रतिवर्षं निस्तारोत्सवसमये यिरूशालमम् अगच्छताम्।
","Now his parents went to Jerusalem every year at the feast of the passover.
"
"अपरञ्च यीशौ द्वादशवर्षवयस्के सति तौ पर्व्वसमयस्य रीत्यनुसारेण यिरूशालमं गत्वा
","""And when he was twelve years old, they went up to Jerusalem after the custom of the feast.""
"
"पार्व्वणं सम्पाद्य पुनरपि व्याघुय्य यातः किन्तु यीशुर्बालको यिरूशालमि तिष्ठति। यूषफ् तन्माता च तद् अविदित्वा
","""And when they had fulfilled the days, as they returned, the child Jesus tarried behind in Jerusalem; and Joseph and his mother knew not of it.""
"
"स सङ्गिभिः सह विद्यत एतच्च बुद्व्वा दिनैकगम्यमार्गं जग्मतुः। किन्तु शेषे ज्ञातिबन्धूनां समीपे मृगयित्वा तदुद्देेशमप्राप्य
","""But they, supposing him to have been in the company, went a day's journey; and they sought him among their kinsfolk and acquaintance.""
"
"तौ पुनरपि यिरूशालमम् परावृत्यागत्य तं मृगयाञ्चक्रतुः।
","""And when they found him not, they turned back again to Jerusalem, seeking him.""
"
"अथ दिनत्रयात् परं पण्डितानां मध्ये तेषां कथाः शृण्वन् तत्त्वं पृच्छंश्च मन्दिरे समुपविष्टः स ताभ्यां दृष्टः।
","""And it came to pass, that after three days they found him in the temple, sitting in the midst of the doctors, both hearing them, and asking them questions.""
"
"तदा तस्य बुद्ध्या प्रत्युत्तरैश्च सर्व्वे श्रोतारो विस्मयमापद्यन्ते।
","And all that heard him were astonished at his understanding and answers.
"
"""तादृशं दृष्ट्वा तस्य जनको जननी च चमच्चक्रतुः किञ्च तस्य माता तमवदत्, हे पुत्र, कथमावां प्रतीत्थं समाचरस्त्वम्? पश्य तव पिताहञ्च शोकाकुलौ सन्तौ त्वामन्विच्छावः स्म।""
","""And when they saw him, they were amazed: and his mother said unto him, Son, why hast thou thus dealt with us? behold, thy father and I have sought thee sorrowing.""
"
"ततः सोवदत् कुतो माम् अन्वैच्छतं? पितुर्गृहे मया स्थातव्यम् एतत् किं युवाभ्यां न ज्ञायते?
","""And he said unto them, How is it that ye sought me? wist ye not that I must be about my Father's business?""
"
"किन्तु तौ तस्यैतद्वाक्यस्य तात्पर्य्यं बोद्धुं नाशक्नुतां।
","And they understood not the saying which he spake unto them.
"
"ततः परं स ताभ्यां सह नासरतं गत्वा तयोर्वशीभूतस्तस्थौ किन्तु सर्व्वा एताः कथास्तस्य माता मनसि स्थापयामास।
","""And he went down with them, and came to Nazareth, and was subject unto them: but his mother kept all these sayings in her heart.""
"
"अथ यीशो र्बुद्धिः शरीरञ्च तथा तस्मिन् ईश्वरस्य मानवानाञ्चानुग्रहो वर्द्धितुम् आरेभे।
","""And Jesus increased in wisdom and stature, and in favour with God and man.""
"
"अनन्तरं तिबिरियकैसरस्य राजत्वस्य पञ्चदशे वत्सरे सति यदा पन्तीयपीलातो यिहूदादेशाधिपति र्हेरोद् तु गालील्प्रदेशस्य राजा फिलिपनामा तस्य भ्राता तु यितूरियायास्त्राखोनीतियाप्रदेशस्य च राजासीत् लुषानीयनामा अविलीनीदेशस्य राजासीत्
","""Now in the fifteenth year of the reign of Tiberius Caesar, Pontius Pilate being governor of Judaea, and Herod being tetrarch of Galilee, and his brother Philip tetrarch of Ituraea and of the region of Trachonitis, and Lysanias the tetrarch of Abilene,""
"
"हानन् कियफाश्चेमौ प्रधानयाजाकावास्तां तदानीं सिखरियस्य पुत्राय योहने मध्येप्रान्तरम् ईश्वरस्य वाक्ये प्रकाशिते सति
","""Annas and Caiaphas being the high priests, the word of God came unto John the son of Zacharias in the wilderness.""
"
"स यर्द्दन उभयतटप्रदेशान् समेत्य पापमोचनार्थं मनःपरावर्त्तनस्य चिह्नरूपं यन्मज्जनं तदीयाः कथाः सर्व्वत्र प्रचारयितुमारेभे।
","""And he came into all the country about Jordan, preaching the baptism of repentance for the remission of sins;""
"
"""यिशयियभविष्यद्वक्तृग्रन्थे यादृशी लिपिरास्ते यथा, परमेशस्य पन्थानं परिष्कुरुत सर्व्वतः। तस्य राजपथञ्चैव समानं कुरुताधुना।""
","""As it is written in the book of the words of Esaias the prophet, saying, The voice of one crying in the wilderness, Prepare ye the way of the Lord, make his paths straight.""
"
"कारिष्यन्ते समुच्छ्रायाः सकला निम्नभूमयः। कारिष्यन्ते नताः सर्व्वे पर्व्वताश्चोपपर्व्वताः। कारिष्यन्ते च या वक्रास्ताः सर्व्वाः सरला भुवः। कारिष्यन्ते समानास्ता या उच्चनीचभूमयः।
","""Every valley shall be filled, and every mountain and hill shall be brought low; and the crooked shall be made straight, and the rough ways shall be made smooth;""
"
"ईश्वरेण कृतं त्राणं द्रक्ष्यन्ति सर्व्वमानवाः। इत्येतत् प्रान्तरे वाक्यं वदतः कस्यचिद् रवः॥
","And all flesh shall see the salvation of God.
"
"ये ये लोका मज्जनार्थं बहिराययुस्तान् सोवदत् रे रे सर्पवंशा आगामिनः कोपात् पलायितुं युष्मान् कश्चेतयामास?
","""Then said he to the multitude that came forth to be baptized of him, O generation of vipers, who hath warned you to flee from the wrath to come?""
"
"तस्माद् इब्राहीम् अस्माकं पिता कथामीदृशीं मनोभि र्न कथयित्वा यूयं मनःपरिवर्त्तनयोग्यं फलं फलत; युष्मानहं यथार्थं वदामि पाषाणेभ्य एतेभ्य ईश्वर इब्राहीमः सन्तानोत्पादने समर्थः।
","""Bring forth therefore fruits worthy of repentance, and begin not to say within yourselves, We have Abraham to our father: for I say unto you, That God is able of these stones to raise up children unto Abraham.""
"
"अपरञ्च तरुमूलेऽधुनापि परशुः संलग्नोस्ति यस्तरुरुत्तमं फलं न फलति स छिद्यतेऽग्नौ निक्षिप्यते च।
","""And now also the axe is laid unto the root of the trees: every tree therefore which bringeth not forth good fruit is hewn down, and cast into the fire.""
"
"तदानीं लोकास्तं पप्रच्छुस्तर्हि किं कर्त्तव्यमस्माभिः?
","""And the people asked him, saying, What shall we do then?""
"
"ततः सोवादीत् यस्य द्वे वसने विद्येते स वस्त्रहीनायैकं वितरतु किंञ्च यस्य खाद्यद्रव्यं विद्यते सोपि तथैव करोतु।
","""He answereth and saith unto them, He that hath two coats, let him impart to him that hath none; and he that hath meat, let him do likewise.""
"
"ततः परं करसञ्चायिनो मज्जनार्थम् आगत्य पप्रच्छुः हे गुरो किं कर्त्तव्यमस्माभिः?
","""Then came also publicans to be baptized, and said unto him, Master, what shall we do?""
"
"ततः सोकथयत् निरूपितादधिकं न गृह्लित।
","""And he said unto them, Exact no more than that which is appointed you.""
"
"अनन्तरं सेनागण एत्य पप्रच्छ किमस्माभि र्वा कर्त्तव्यम्? ततः सोभिदधे कस्य कामपि हानिं मा कार्ष्ट तथा मृषापवादं मा कुरुत निजवेतनेन च सन्तुष्य तिष्ठत।
","""And the soldiers likewise demanded of him, saying, And what shall we do? And he said unto them, Do violence to no man, neither accuse any falsely; and be content with your wages.""
"
"""अपरञ्च लोका अपेक्षया स्थित्वा सर्व्वेपीति मनोभि र्वितर्कयाञ्चक्रुः, योहनयम् अभिषिक्तस्त्राता न वेति?""
","""And as the people were in expectation, and all men mused in their hearts of John, whether he were the Christ, or not;""
"
"""तदा योहन् सर्व्वान् व्याजहार, जलेऽहं युष्मान् मज्जयामि सत्यं किन्तु यस्य पादुकाबन्धनं मोचयितुमपि न योग्योस्मि तादृश एको मत्तो गुरुतरः पुमान् एति, स युष्मान् वह्निरूपे पवित्र आत्मनि मज्जयिष्यति।""
","""John answered, saying unto them all, I indeed baptize you with water; but one mightier than I cometh, the latchet of whose shoes I am not worthy to unloose: he shall baptize you with the Holy Ghost and with fire:""
"
"अपरञ्च तस्य हस्ते शूर्प आस्ते स स्वशस्यानि शुद्धरूपं प्रस्फोट्य गोधूमान् सर्व्वान् भाण्डागारे संग्रहीष्यति किन्तु बूषाणि सर्व्वाण्यनिर्व्वाणवह्निना दाहयिष्यति।
","""Whose fan is in his hand, and he will throughly purge his floor, and will gather the wheat into his garner; but the chaff he will burn with fire unquenchable.""
"
"योहन् उपदेशेनेत्थं नानाकथा लोकानां समक्षं प्रचारयामास।
","And many other things in his exhortation preached he unto the people.
"
"अपरञ्च हेरोद् राजा फिलिप्नाम्नः सहोदरस्य भार्य्यां हेरोदियामधि तथान्यानि यानि यानि कुकर्म्माणि कृतवान् तदधि च
","""But Herod the tetrarch, being reproved by him for Herodias his brother Philip's wife, and for all the evils which Herod had done,""
"
"योहना तिरस्कृतो भूत्वा कारागारे तस्य बन्धनाद् अपरमपि कुकर्म्म चकार।
","""Added yet this above all, that he shut up John in prison.""
"
"इतः पूर्व्वं यस्मिन् समये सर्व्वे योहना मज्जितास्तदानीं यीशुरप्यागत्य मज्जितः।
","""Now when all the people were baptized, it came to pass, that Jesus also being baptized, and praying, the heaven was opened,""
"
"तदनन्तरं तेन प्रार्थिते मेघद्वारं मुक्तं तस्माच्च पवित्र आत्मा मूर्त्तिमान् भूत्वा कपोतवत् तदुपर्य्यवरुरोह; तदा त्वं मम प्रियः पुत्रस्त्वयि मम परमः सन्तोष इत्याकाशवाणी बभूव।
","""And the Holy Ghost descended in a bodily shape like a dove upon him, and a voice came from heaven, which said, Thou art my beloved Son; in thee I am well pleased.""
"
"""तदानीं यीशुः प्रायेण त्रिंशद्वर्षवयस्क आसीत्। लौकिकज्ञाने तु स यूषफः पुत्रः,""
","""And Jesus himself began to be about thirty years of age, being (as was supposed) the son of Joseph, which was the son of Heli,""
"
"""यूषफ् एलेः पुत्रः, एलिर्मत्ततः पुत्रः, मत्तत् लेवेः पुत्रः, लेवि र्मल्केः पुत्रः, मल्किर्यान्नस्य पुत्रः; यान्नो यूषफः पुत्रः।""
","""Which was the son of Matthat, which was the son of Levi, which was the son of Melchi, which was the son of Janna, which was the son of Joseph,""
"
"""यूषफ् मत्तथियस्य पुत्रः, मत्तथिय आमोसः पुत्रः, आमोस् नहूमः पुत्रः, नहूम् इष्लेः पुत्रः इष्लिर्नगेः पुत्रः।""
","""Which was the son of Mattathias, which was the son of Amos, which was the son of Naum, which was the son of Esli, which was the son of Nagge,""
"
"""नगिर्माटः पुत्रः, माट् मत्तथियस्य पुत्रः, मत्तथियः शिमियेः पुत्रः, शिमियिर्यूषफः पुत्रः, यूषफ् यिहूदाः पुत्रः।""
","""Which was the son of Maath, which was the son of Mattathias, which was the son of Semei, which was the son of Joseph, which was the son of Juda,""
"
"""यिहूदा योहानाः पुत्रः, योहाना रीषाः पुत्रः, रीषाः सिरुब्बाबिलः पुत्रः, सिरुब्बाबिल् शल्तीयेलः पुत्रः, शल्तीयेल् नेरेः पुत्रः।""
","""Which was the son of Joanna, which was the son of Rhesa, which was the son of Zorobabel, which was the son of Salathiel, which was the son of Neri,""
"
"""नेरिर्मल्केः पुत्रः, मल्किः अद्यः पुत्रः, अद्दी कोषमः पुत्रः, कोषम् इल्मोददः पुत्रः, इल्मोदद् एरः पुत्रः।""
","""Which was the son of Melchi, which was the son of Addi, which was the son of Cosam, which was the son of Elmodam, which was the son of Er,""
"
"""एर् योशेः पुत्रः, योशिः इलीयेषरः पुत्रः, इलीयेषर् योरीमः पुत्रः, योरीम् मत्ततः पुत्रः, मत्तत लेवेः पुत्रः।""
","""Which was the son of Jose, which was the son of Eliezer, which was the son of Jorim, which was the son of Matthat, which was the son of Levi,""
"
"""लेविः शिमियोनः पुत्रः, शिमियोन् यिहूदाः पुत्रः, यिहूदा यूषुफः पुत्रः, यूषुफ् योननः पुत्रः, यानन् इलीयाकीमः पुत्रः।""
","""Which was the son of Simeon, which was the son of Juda, which was the son of Joseph, which was the son of Jonan, which was the son of Eliakim,""
"
"""इलियाकीम्ः मिलेयाः पुत्रः, मिलेया मैननः पुत्रः, मैनन् मत्तत्तस्य पुत्रः, मत्तत्तो नाथनः पुत्रः, नाथन् दायूदः पुत्रः।""
","""Which was the son of Melea, which was the son of Menan, which was the son of Mattatha, which was the son of Nathan, which was the son of David,""
"
"""दायूद् यिशयः पुत्रः, यिशय ओबेदः पुत्र, ओबेद् बोयसः पुत्रः, बोयस् सल्मोनः पुत्रः, सल्मोन् नहशोनः पुत्रः।""
","""Which was the son of Jesse, which was the son of Obed, which was the son of Booz, which was the son of Salmon, which was the son of Naasson,""
"
"""नहशोन् अम्मीनादबः पुत्रः, अम्मीनादब् अरामः पुत्रः, अराम् हिष्रोणः पुत्रः, हिष्रोण् पेरसः पुत्रः, पेरस् यिहूदाः पुत्रः।""
","""Which was the son of Aminadab, which was the son of Aram, which was the son of Esrom, which was the son of Phares, which was the son of Juda,""
"
"""यिहूदा याकूबः पुत्रः, याकूब् इस्हाकः पुत्रः, इस्हाक् इब्राहीमः पुत्रः, इब्राहीम् तेरहः पुत्रः, तेरह् नाहोरः पुत्रः।""
","""Which was the son of Jacob, which was the son of Isaac, which was the son of Abraham, which was the son of Thara, which was the son of Nachor,""
"
"""नाहोर् सिरुगः पुत्रः, सिरुग् रिय्वः पुत्रः, रियूः पेलगः पुत्रः, पेलग् एवरः पुत्रः, एवर् शेलहः पुत्रः।""
","""Which was the son of Saruch, which was the son of Ragau, which was the son of Phalec, which was the son of Heber, which was the son of Sala,""
"
"""शेलह् कैननः पुत्रः, कैनन् अर्फक्षदः पुत्रः, अर्फक्षद् शामः पुत्रः, शाम् नोहः पुत्रः, नोहो लेमकः पुत्रः।""
","""Which was the son of Cainan, which was the son of Arphaxad, which was the son of Sem, which was the son of Noe, which was the son of Lamech,""
"
"""लेमक् मिथूशेलहः पुत्रः, मिथूशेलह् हनोकः पुत्रः, हनोक् येरदः पुत्रः, येरद् महललेलः पुत्रः, महललेल् कैननः पुत्रः।""
","""Which was the son of Mathusala, which was the son of Enoch, which was the son of Jared, which was the son of Maleleel, which was the son of Cainan,""
"
"""कैनन् इनोशः पुत्रः, इनोश् शेतः पुत्रः, शेत् आदमः पुत्र, आदम् ईश्वरस्य पुत्रः।""
","""Which was the son of Enos, which was the son of Seth, which was the son of Adam, which was the son of God.""
"
"""ततः परं यीशुः पवित्रेणात्मना पूर्णः सन् यर्द्दननद्याः परावृत्यात्मना प्रान्तरं नीतः सन् चत्वारिंशद्दिनानि यावत् शैताना परीक्षितोऽभूत्,""
","""And Jesus being full of the Holy Ghost returned from Jordan, and was led by the Spirit into the wilderness,""
"
"किञ्च तानि सर्व्वदिनानि भोजनं विना स्थितत्वात् काले पूर्णे स क्षुधितवान्।
","""Being forty days tempted of the devil. And in those days he did eat nothing: and when they were ended, he afterward hungered.""
"
"ततः शैतानागत्य तमवदत् त्वं चेदीश्वरस्य पुत्रस्तर्हि प्रस्तरानेतान् आज्ञया पूपान् कुरु।
","""And the devil said unto him, If thou be the Son of God, command this stone that it be made bread.""
"
"""तदा यीशुरुवाच, लिपिरीदृशी विद्यते मनुजः केवलेन पूपेन न जीवति किन्त्वीश्वरस्य सर्व्वाभिराज्ञाभि र्जीवति।""
","""And Jesus answered him, saying, It is written, That man shall not live by bread alone, but by every word of God.""
"
"तदा शैतान् तमुच्चं पर्व्वतं नीत्वा निमिषैकमध्ये जगतः सर्व्वराज्यानि दर्शितवान्।
","""And the devil, taking him up into an high mountain, shewed unto him all the kingdoms of the world in a moment of time.""
"
"""पश्चात् तमवादीत् सर्व्वम् एतद् विभवं प्रतापञ्च तुभ्यं दास्यामि तन् मयि समर्पितमास्ते यं प्रति ममेच्छा जायते तस्मै दातुं शक्नोमि,""
","""And the devil said unto him, All this power will I give thee, and the glory of them: for that is delivered unto me; and to whomsoever I will I give it.""
"
"त्वं चेन्मां भजसे तर्हि सर्व्वमेतत् तवैव भविष्यति।
","""If thou therefore wilt worship me, all shall be thine.""
"
"""तदा यीशुस्तं प्रत्युक्तवान् दूरी भव शैतान् लिपिरास्ते, निजं प्रभुं परमेश्वरं भजस्व केवलं तमेव सेवस्व च।""
","""And Jesus answered and said unto him, Get thee behind me, Satan: for it is written, Thou shalt worship the Lord thy God, and him only shalt thou serve.""
"
"अथ शैतान् तं यिरूशालमं नीत्वा मन्दिरस्य चूडाया उपरि समुपवेश्य जगाद त्वं चेदीश्वरस्य पुत्रस्तर्हि स्थानादितो लम्फित्वाधः
","""And he brought him to Jerusalem, and set him on a pinnacle of the temple, and said unto him, If thou be the Son of God, cast thyself down from hence:""
"
"""पत यतो लिपिरास्ते, आज्ञापयिष्यति स्वीयान् दूतान् स परमेश्वरः।""
","""For it is written, He shall give his angels charge over thee, to keep thee:""
"
"रक्षितुं सर्व्वमार्गे त्वां तेन त्वच्चरणे यथा। न लगेत् प्रस्तराघातस्त्वां धरिष्यन्ति ते तथा।
","""And in their hands they shall bear thee up, lest at any time thou dash thy foot against a stone.""
"
"तदा यीशुना प्रत्युक्तम् इदमप्युक्तमस्ति त्वं स्वप्रभुं परेशं मा परीक्षस्व।
","""And Jesus answering said unto him, It is said, Thou shalt not tempt the Lord thy God.""
"
"पश्चात् शैतान् सर्व्वपरीक्षां समाप्य क्षणात्तं त्यक्त्वा ययौ।
","""And when the devil had ended all the temptation, he departed from him for a season.""
"
"तदा यीशुरात्मप्रभावात् पुनर्गालील्प्रदेशं गतस्तदा तत्सुख्यातिश्चतुर्दिशं व्यानशे।
","And Jesus returned in the power of the Spirit into Galilee: and there went out a fame of him through all the region round about.
"
"स तेषां भजनगृहेषु उपदिश्य सर्व्वैः प्रशंसितो बभूव।
","""And he taught in their synagogues, being glorified of all.""
"
"अथ स स्वपालनस्थानं नासरत्पुरमेत्य विश्रामवारे स्वाचाराद् भजनगेहं प्रविश्य पठितुमुत्तस्थौ।
","""And he came to Nazareth, where he had been brought up: and, as his custom was, he went into the synagogue on the sabbath day, and stood up for to read.""
"
"ततो यिशयियभविष्यद्वादिनः पुस्तके तस्य करदत्ते सति स तत् पुस्तकं विस्तार्य्य यत्र वक्ष्यमाणानि वचनानि सन्ति तत् स्थानं प्राप्य पपाठ।
","""And there was delivered unto him the book of the prophet Esaias. And when he had opened the book, he found the place where it was written,""
"
"आत्मा तु परमेशस्य मदीयोपरि विद्यते। दरिद्रेषु सुसंवादं वक्तुं मां सोभिषिक्तवान्। भग्नान्तः करणाल्लोकान् सुस्वस्थान् कर्त्तुमेव च। बन्दीकृतेषु लोकेषु मुक्ते र्घोषयितुं वचः। नेत्राणि दातुमन्धेभ्यस्त्रातुं बद्धजनानपि।
","""The Spirit of the Lord is upon me, because he hath anointed me to preach the gospel to the poor; he hath sent me to heal the brokenhearted, to preach deliverance to the captives, and recovering of sight to the blind, to set at liberty them that are bruised,""
"
"परेशानुग्रहे कालं प्रचारयितुमेव च। सर्व्वैतत्करणार्थाय मामेव प्रहिणोति सः॥
","To preach the acceptable year of the Lord.
"
"""ततः पुस्तकं बद्व्वा परिचारकस्य हस्ते समर्प्य चासने समुपविष्टः, ततो भजनगृहे यावन्तो लोका आसन् ते सर्व्वेऽनन्यदृष्ट्या तं विलुलोकिरे।""
","""And he closed the book, and he gave it again to the minister, and sat down. And the eyes of all them that were in the synagogue were fastened on him.""
"
"अनन्तरम् अद्यैतानि सर्व्वाणि लिखितवचनानि युष्माकं मध्ये सिद्धानि स इमां कथां तेभ्यः कथयितुमारेभे।
","""And he began to say unto them, This day is this scripture fulfilled in your ears.""
"
"""ततः सर्व्वे तस्मिन् अन्वरज्यन्त, किञ्च तस्य मुखान्निर्गताभिरनुग्रहस्य कथाभिश्चमत्कृत्य कथयामासुः किमयं यूषफः पुत्रो न?""
","""And all bare him witness, and wondered at the gracious words which proceeded out of his mouth. And they said, Is not this Joseph's son?""
"
"तदा सोऽवादीद् हे चिकित्सक स्वमेव स्वस्थं कुरु कफर्नाहूमि यद्यत् कृतवान् तदश्रौष्म ताः सर्वाः क्रिया अत्र स्वदेशे कुरु कथामेतां यूयमेवावश्यं मां वदिष्यथ।
","""And he said unto them, Ye will surely say unto me this proverb, Physician, heal thyself: whatsoever we have heard done in Capernaum, do also here in thy country.""
"
"""पुनः सोवादीद् युष्मानहं यथार्थं वदामि, कोपि भविष्यद्वादी स्वदेशे सत्कारं न प्राप्नोति।""
","""And he said, Verily I say unto you, No prophet is accepted in his own country.""
"
"""अपरञ्च यथार्थं वच्मि, एलियस्य जीवनकाले यदा सार्द्धत्रितयवर्षाणि यावत् जलदप्रतिबन्धात् सर्व्वस्मिन् देशे महादुर्भिक्षम् अजनिष्ट तदानीम् इस्रायेलो देशस्य मध्ये बह्व्यो विधवा आसन्,""
","""But I tell you of a truth, many widows were in Israel in the days of Elias, when the heaven was shut up three years and six months, when great famine was throughout all the land;""
"
"किन्तु सीदोन्प्रदेशीयसारिफत्पुरनिवासिनीम् एकां विधवां विना कस्याश्चिदपि समीपे एलियः प्रेरितो नाभूत्।
","""But unto none of them was Elias sent, save unto Sarepta, a city of Sidon, unto a woman that was a widow.""
"
"अपरञ्च इलीशायभविष्यद्वादिविद्यमानताकाले इस्रायेल्देशे बहवः कुष्ठिन आसन् किन्तु सुरीयदेशीयं नामान्कुष्ठिनं विना कोप्यन्यः परिष्कृतो नाभूत्।
","""And many lepers were in Israel in the time of Eliseus the prophet; and none of them was cleansed, saving Naaman the Syrian.""
"
"इमां कथां श्रुत्वा भजनगेहस्थिता लोकाः सक्रोधम् उत्थाय
","""And all they in the synagogue, when they heard these things, were filled with wrath,""
"
"नगरात्तं बहिष्कृत्य यस्य शिखरिण उपरि तेषां नगरं स्थापितमास्ते तस्मान्निक्षेप्तुं तस्य शिखरं तं निन्युः
","""And rose up, and thrust him out of the city, and led him unto the brow of the hill whereon their city was built, that they might cast him down headlong.""
"
"किन्तु स तेषां मध्यादपसृत्य स्थानान्तरं जगाम।
","""But he passing through the midst of them went his way,""
"
"ततः परं यीशुर्गालील्प्रदेशीयकफर्नाहूम्नगर उपस्थाय विश्रामवारे लोकानुपदेष्टुम् आरब्धवान्।
","""And came down to Capernaum, a city of Galilee, and taught them on the sabbath days.""
"
"तदुपदेशात् सर्व्वे चमच्चक्रु र्यतस्तस्य कथा गुरुतरा आसन्।
","And they were astonished at his doctrine: for his word was with power.
"
"""तदानीं तद्भजनगेहस्थितोऽमेध्यभूतग्रस्त एको जन उच्चैः कथयामास,""
","""And in the synagogue there was a man, which had a spirit of an unclean devil, and cried out with a loud voice,""
"
"""हे नासरतीययीशोऽस्मान् त्यज, त्वया सहास्माकं कः सम्बन्धः? किमस्मान् विनाशयितुमायासि? त्वमीश्वरस्य पवित्रो जन एतदहं जानामि।""
","""Saying, Let us alone; what have we to do with thee, thou Jesus of Nazareth? art thou come to destroy us? I know thee who thou art; the Holy One of God.""
"
"तदा यीशुस्तं तर्जयित्वावदत् मौनी भव इतो बहिर्भव; ततः सोमेध्यभूतस्तं मध्यस्थाने पातयित्वा किञ्चिदप्यहिंसित्वा तस्माद् बहिर्गतवान्।
","""And Jesus rebuked him, saying, Hold thy peace, and come out of him. And when the devil had thrown him in the midst, he came out of him, and hurt him not.""
"
"ततः सर्व्वे लोकाश्चमत्कृत्य परस्परं वक्तुमारेभिरे कोयं चमत्कारः। एष प्रभावेण पराक्रमेण चामेध्यभूतान् आज्ञापयति तेनैव ते बहिर्गच्छन्ति।
","""And they were all amazed, and spake among themselves, saying, What a word is this! for with authority and power he commandeth the unclean spirits, and they come out.""
"
"अनन्तरं चतुर्दिक्स्थदेशान् तस्य सुख्यातिर्व्याप्नोत्।
","And the fame of him went out into every place of the country round about.
"
"तदनन्तरं स भजनगेहाद् बहिरागत्य शिमोनो निवेशनं प्रविवेश तदा तस्य श्वश्रूर्ज्वरेणात्यन्तं पीडितासीत् शिष्यास्तदर्थं तस्मिन् विनयं चक्रुः।
","""And he arose out of the synagogue, and entered into Simon's house. And Simon's wife's mother was taken with a great fever; and they besought him for her.""
"
"ततः स तस्याः समीपे स्थित्वा ज्वरं तर्जयामास तेनैव तां ज्वरोऽत्याक्षीत् ततः सा तत्क्षणम् उत्थाय तान् सिषेवे।
","""And he stood over her, and rebuked the fever; and it left her: and immediately she arose and ministered unto them.""
"
"""अथ सूर्य्यास्तकाले स्वेषां ये ये जना नानारोगैः पीडिता आसन् लोकास्तान् यीशोः समीपम् आनिन्युः, तदा स एकैकस्य गात्रे करमर्पयित्वा तानरोगान् चकार।""
","""Now when the sun was setting, all they that had any sick with divers diseases brought them unto him; and he laid his hands on every one of them, and healed them.""
"
"ततो भूता बहुभ्यो निर्गत्य चीत्शब्दं कृत्वा च बभाषिरे त्वमीश्वरस्य पुत्रोऽभिषिक्तत्राता; किन्तु सोभिषिक्तत्रातेति ते विविदुरेतस्मात् कारणात् तान् तर्जयित्वा तद्वक्तुं निषिषेध।
","""And devils also came out of many, crying out, and saying, Thou art Christ the Son of God. And he rebuking them suffered them not to speak: for they knew that he was Christ.""
"
"अपरञ्च प्रभाते सति स विजनस्थानं प्रतस्थे पश्चात् जनास्तमन्विच्छन्तस्तन्निकटं गत्वा स्थानान्तरगमनार्थं तमन्वरुन्धन्।
","""And when it was day, he departed and went into a desert place: and the people sought him, and came unto him, and stayed him, that he should not depart from them.""
"
